"註記","號次","姓名","性別","得票數","得票率","推薦之政黨","縣市","鄉鎮市區"
"342","◎",1,"徐榛蔚","女",3205,"83.70%","中國國民黨","花蓮縣","萬榮鄉"
"352","",2,"劉曉玫","女",567,"14.81%","民主進步黨","花蓮縣","萬榮鄉"
"362","",3,"黄師鵬","男",57,"1.49%","無","花蓮縣","萬榮鄉"
"372","◎",1,"徐榛蔚","女",2997,"88.10%","中國國民黨","花蓮縣","卓溪鄉"
"382","",2,"劉曉玫","女",363,"10.67%","民主進步黨","花蓮縣","卓溪鄉"
"392","",3,"黄師鵬","男",42,"1.23%","無","花蓮縣","卓溪鄉"
"1531","◎",1,"韓國瑜","男",7633,"48.28%","中國國民黨","高雄市","鹽埕區"
"2101","",2,"陳其邁","男",7992,"50.55%","民主進步黨","高雄市","鹽埕區"
"310","",3,"璩美鳳","女",71,"0.45%","無","高雄市","鹽埕區"
"410","",4,"蘇盈貴","男",113,"0.71%","無","高雄市","鹽埕區"
"510","◎",1,"韓國瑜","男",45816,"57.04%","中國國民黨","高雄市","鼓山區"
"610","",2,"陳其邁","男",33547,"41.77%","民主進步黨","高雄市","鼓山區"
"710","",3,"璩美鳳","女",267,"0.33%","無","高雄市","鼓山區"
"810","",4,"蘇盈貴","男",691,"0.86%","無","高雄市","鼓山區"
"910","◎",1,"韓國瑜","男",68255,"61.99%","中國國民黨","高雄市","左營區"
"1010","",2,"陳其邁","男",40526,"36.81%","民主進步黨","高雄市","左營區"
"1110","",3,"璩美鳳","女",346,"0.31%","無","高雄市","左營區"
"1210","",4,"蘇盈貴","男",978,"0.89%","無","高雄市","左營區"
"1310","◎",1,"韓國瑜","男",59478,"56.58%","中國國民黨","高雄市","楠梓區"
"1410","",2,"陳其邁","男",44288,"42.13%","民主進步黨","高雄市","楠梓區"
"1541","",3,"璩美鳳","女",379,"0.36%","無","高雄市","楠梓區"
"1615","",4,"蘇盈貴","男",973,"0.93%","無","高雄市","楠梓區"
"1712","◎",1,"韓國瑜","男",105406,"52.79%","中國國民黨","高雄市","三民區"
"1811","",2,"陳其邁","男",91617,"45.88%","民主進步黨","高雄市","三民區"
"1911","",3,"璩美鳳","女",772,"0.39%","無","高雄市","三民區"
"2011","",4,"蘇盈貴","男",1872,"0.94%","無","高雄市","三民區"
"2117","◎",1,"韓國瑜","男",16776,"53.34%","中國國民黨","高雄市","新興區"
"2213","",2,"陳其邁","男",14237,"45.26%","民主進步黨","高雄市","新興區"
"231","",3,"璩美鳳","女",107,"0.34%","無","高雄市","新興區"
"241","",4,"蘇盈貴","男",334,"1.06%","無","高雄市","新興區"
"251","◎",1,"韓國瑜","男",9120,"53.83%","中國國民黨","高雄市","前金區"
"261","",2,"陳其邁","男",7608,"44.91%","民主進步黨","高雄市","前金區"
"271","",3,"璩美鳳","女",53,"0.31%","無","高雄市","前金區"
"281","",4,"蘇盈貴","男",161,"0.95%","無","高雄市","前金區"
"291","◎",1,"韓國瑜","男",57171,"54.60%","中國國民黨","高雄市","苓雅區"
"301","",2,"陳其邁","男",46041,"43.97%","民主進步黨","高雄市","苓雅區"
"311","",3,"璩美鳳","女",401,"0.38%","無","高雄市","苓雅區"
"321","",4,"蘇盈貴","男",1098,"1.05%","無","高雄市","苓雅區"
"331","◎",1,"韓國瑜","男",59572,"52.53%","中國國民黨","高雄市","前鎮區"
"341","",2,"陳其邁","男",52376,"46.19%","民主進步黨","高雄市","前鎮區"
"351","",3,"璩美鳳","女",472,"0.42%","無","高雄市","前鎮區"
"361","",4,"蘇盈貴","男",982,"0.87%","無","高雄市","前鎮區"
"371","◎",1,"韓國瑜","男",7993,"45.49%","中國國民黨","高雄市","旗津區"
"381","",2,"陳其邁","男",9360,"53.27%","民主進步黨","高雄市","旗津區"
"391","",3,"璩美鳳","女",95,"0.54%","無","高雄市","旗津區"
"401","",4,"蘇盈貴","男",124,"0.71%","無","高雄市","旗津區"
"414","◎",1,"韓國瑜","男",47806,"51.70%","中國國民黨","高雄市","小港區"
"421","",2,"陳其邁","男",43464,"47.00%","民主進步黨","高雄市","小港區"
"431","",3,"璩美鳳","女",433,"0.47%","無","高雄市","小港區"
"441","",4,"蘇盈貴","男",764,"0.83%","無","高雄市","小港區"
"451","◎",1,"韓國瑜","男",118466,"56.54%","中國國民黨","高雄市","鳳山區"
"461","",2,"陳其邁","男",88437,"42.21%","民主進步黨","高雄市","鳳山區"
"471","",3,"璩美鳳","女",881,"0.42%","無","高雄市","鳳山區"
"481","",4,"蘇盈貴","男",1739,"0.83%","無","高雄市","鳳山區"
"491","◎",1,"韓國瑜","男",20149,"47.40%","中國國民黨","高雄市","林園區"
"501","",2,"陳其邁","男",21847,"51.40%","民主進步黨","高雄市","林園區"
"514","",3,"璩美鳳","女",219,"0.52%","無","高雄市","林園區"
"521","",4,"蘇盈貴","男",293,"0.69%","無","高雄市","林園區"
"531","◎",1,"韓國瑜","男",35636,"52.17%","中國國民黨","高雄市","大寮區"
"541","",2,"陳其邁","男",31773,"46.51%","民主進步黨","高雄市","大寮區"
"551","",3,"璩美鳳","女",372,"0.54%","無","高雄市","大寮區"
"561","",4,"蘇盈貴","男",533,"0.78%","無","高雄市","大寮區"
"571","◎",1,"韓國瑜","男",12945,"48.33%","中國國民黨","高雄市","大樹區"
"581","",2,"陳其邁","男",13493,"50.38%","民主進步黨","高雄市","大樹區"
"591","",3,"璩美鳳","女",174,"0.65%","無","高雄市","大樹區"
"601","",4,"蘇盈貴","男",173,"0.65%","無","高雄市","大樹區"
"614","◎",1,"韓國瑜","男",10378,"48.89%","中國國民黨","高雄市","大社區"
"621","",2,"陳其邁","男",10512,"49.52%","民主進步黨","高雄市","大社區"
"631","",3,"璩美鳳","女",142,"0.67%","無","高雄市","大社區"
"641","",4,"蘇盈貴","男",197,"0.93%","無","高雄市","大社區"
"651","◎",1,"韓國瑜","男",26659,"51.40%","中國國民黨","高雄市","仁武區"
"661","",2,"陳其邁","男",24543,"47.32%","民主進步黨","高雄市","仁武區"
"671","",3,"璩美鳳","女",250,"0.48%","無","高雄市","仁武區"
"681","",4,"蘇盈貴","男",412,"0.79%","無","高雄市","仁武區"
"691","◎",1,"韓國瑜","男",14410,"52.23%","中國國民黨","高雄市","鳥松區"
"701","",2,"陳其邁","男",12806,"46.42%","民主進步黨","高雄市","鳥松區"
"714","",3,"璩美鳳","女",115,"0.42%","無","高雄市","鳥松區"
"721","",4,"蘇盈貴","男",258,"0.94%","無","高雄市","鳥松區"
"731","◎",1,"韓國瑜","男",32410,"54.93%","中國國民黨","高雄市","岡山區"
"741","",2,"陳其邁","男",25829,"43.78%","民主進步黨","高雄市","岡山區"
"751","",3,"璩美鳳","女",313,"0.53%","無","高雄市","岡山區"
"761","",4,"蘇盈貴","男",446,"0.76%","無","高雄市","岡山區"
"771","◎",1,"韓國瑜","男",10888,"44.45%","中國國民黨","高雄市","橋頭區"
"781","",2,"陳其邁","男",13256,"54.11%","民主進步黨","高雄市","橋頭區"
"791","",3,"璩美鳳","女",146,"0.60%","無","高雄市","橋頭區"
"801","",4,"蘇盈貴","男",207,"0.85%","無","高雄市","橋頭區"
"8110","◎",1,"韓國瑜","男",9448,"50.88%","中國國民黨","高雄市","燕巢區"
"821","",2,"陳其邁","男",8871,"47.77%","民主進步黨","高雄市","燕巢區"
"831","",3,"璩美鳳","女",120,"0.65%","無","高雄市","燕巢區"
"841","",4,"蘇盈貴","男",130,"0.70%","無","高雄市","燕巢區"
"851","◎",1,"韓國瑜","男",2252,"43.58%","中國國民黨","高雄市","田寮區"
"861","",2,"陳其邁","男",2768,"53.56%","民主進步黨","高雄市","田寮區"
"871","",3,"璩美鳳","女",135,"2.61%","無","高雄市","田寮區"
"881","",4,"蘇盈貴","男",13,"0.25%","無","高雄市","田寮區"
"891","◎",1,"韓國瑜","男",8322,"47.12%","中國國民黨","高雄市","阿蓮區"
"901","",2,"陳其邁","男",8958,"50.72%","民主進步黨","高雄市","阿蓮區"
"919","",3,"璩美鳳","女",254,"1.44%","無","高雄市","阿蓮區"
"921","",4,"蘇盈貴","男",126,"0.71%","無","高雄市","阿蓮區"
"931","◎",1,"韓國瑜","男",16545,"52.43%","中國國民黨","高雄市","路竹區"
"941","",2,"陳其邁","男",14407,"45.66%","民主進步黨","高雄市","路竹區"
"951","",3,"璩美鳳","女",319,"1.01%","無","高雄市","路竹區"
"961","",4,"蘇盈貴","男",284,"0.90%","無","高雄市","路竹區"
"971","◎",1,"韓國瑜","男",9133,"49.67%","中國國民黨","高雄市","湖內區"
"981","",2,"陳其邁","男",8903,"48.42%","民主進步黨","高雄市","湖內區"
"991","",3,"璩美鳳","女",187,"1.02%","無","高雄市","湖內區"
"1001","",4,"蘇盈貴","男",164,"0.89%","無","高雄市","湖內區"
"10110","◎",1,"韓國瑜","男",8662,"47.72%","中國國民黨","高雄市","茄萣區"
"1022","",2,"陳其邁","男",9209,"50.74%","民主進步黨","高雄市","茄萣區"
"1031","",3,"璩美鳳","女",152,"0.84%","無","高雄市","茄萣區"
"1041","",4,"蘇盈貴","男",127,"0.70%","無","高雄市","茄萣區"
"1051","◎",1,"韓國瑜","男",4545,"49.62%","中國國民黨","高雄市","永安區"
"1061","",2,"陳其邁","男",4478,"48.89%","民主進步黨","高雄市","永安區"
"1071","",3,"璩美鳳","女",61,"0.67%","無","高雄市","永安區"
"1081","",4,"蘇盈貴","男",76,"0.83%","無","高雄市","永安區"
"1091","◎",1,"韓國瑜","男",6756,"52.77%","中國國民黨","高雄市","彌陀區"
"1101","",2,"陳其邁","男",5871,"45.86%","民主進步黨","高雄市","彌陀區"
"11110","",3,"璩美鳳","女",86,"0.67%","無","高雄市","彌陀區"
"1122","",4,"蘇盈貴","男",89,"0.70%","無","高雄市","彌陀區"
"1131","◎",1,"韓國瑜","男",10509,"46.81%","中國國民黨","高雄市","梓官區"
"1141","",2,"陳其邁","男",11646,"51.87%","民主進步黨","高雄市","梓官區"
"1151","",3,"璩美鳳","女",129,"0.57%","無","高雄市","梓官區"
"1161","",4,"蘇盈貴","男",168,"0.75%","無","高雄市","梓官區"
"1171","◎",1,"韓國瑜","男",12379,"52.34%","中國國民黨","高雄市","旗山區"
"1181","",2,"陳其邁","男",10940,"46.26%","民主進步黨","高雄市","旗山區"
"1191","",3,"璩美鳳","女",155,"0.66%","無","高雄市","旗山區"
"1201","",4,"蘇盈貴","男",177,"0.75%","無","高雄市","旗山區"
"12110","◎",1,"韓國瑜","男",15478,"61.09%","中國國民黨","高雄市","美濃區"
"1222","",2,"陳其邁","男",9546,"37.68%","民主進步黨","高雄市","美濃區"
"1231","",3,"璩美鳳","女",125,"0.49%","無","高雄市","美濃區"
"1241","",4,"蘇盈貴","男",186,"0.73%","無","高雄市","美濃區"
"1251","◎",1,"韓國瑜","男",4084,"54.29%","中國國民黨","高雄市","六龜區"
"1261","",2,"陳其邁","男",3315,"44.07%","民主進步黨","高雄市","六龜區"
"1271","",3,"璩美鳳","女",64,"0.85%","無","高雄市","六龜區"
"1281","",4,"蘇盈貴","男",59,"0.78%","無","高雄市","六龜區"
"1291","◎",1,"韓國瑜","男",2339,"60.17%","中國國民黨","高雄市","甲仙區"
"1301","",2,"陳其邁","男",1483,"38.15%","民主進步黨","高雄市","甲仙區"
"13110","",3,"璩美鳳","女",35,"0.90%","無","高雄市","甲仙區"
"1322","",4,"蘇盈貴","男",30,"0.77%","無","高雄市","甲仙區"
"1331","◎",1,"韓國瑜","男",4129,"56.45%","中國國民黨","高雄市","杉林區"
"1341","",2,"陳其邁","男",3076,"42.05%","民主進步黨","高雄市","杉林區"
"1351","",3,"璩美鳳","女",53,"0.72%","無","高雄市","杉林區"
"1361","",4,"蘇盈貴","男",57,"0.78%","無","高雄市","杉林區"
"1371","◎",1,"韓國瑜","男",5446,"53.81%","中國國民黨","高雄市","內門區"
"1381","",2,"陳其邁","男",4510,"44.57%","民主進步黨","高雄市","內門區"
"1391","",3,"璩美鳳","女",85,"0.84%","無","高雄市","內門區"
"1401","",4,"蘇盈貴","男",79,"0.78%","無","高雄市","內門區"
"14110","◎",1,"韓國瑜","男",1281,"91.83%","中國國民黨","高雄市","茂林區"
"1422","",2,"陳其邁","男",107,"7.67%","民主進步黨","高雄市","茂林區"
"1431","",3,"璩美鳳","女",6,"0.43%","無","高雄市","茂林區"
"1441","",4,"蘇盈貴","男",1,"0.07%","無","高雄市","茂林區"
"1451","◎",1,"韓國瑜","男",2519,"88.51%","中國國民黨","高雄市","桃源區"
"1461","",2,"陳其邁","男",304,"10.68%","民主進步黨","高雄市","桃源區"
"1471","",3,"璩美鳳","女",14,"0.49%","無","高雄市","桃源區"
"1481","",4,"蘇盈貴","男",9,"0.32%","無","高雄市","桃源區"
"1491","◎",1,"韓國瑜","男",1751,"85.08%","中國國民黨","高雄市","瑪夏區"
"1501","",2,"陳其邁","男",295,"14.33%","民主進步黨","高雄市","瑪夏區"
"1519","",3,"璩美鳳","女",10,"0.49%","無","高雄市","瑪夏區"
"1521","",4,"蘇盈貴","男",2,"0.10%","無","高雄市","瑪夏區"
