æ¡ˆä»¶,ç¸??,?•é?ç¥¨æ?,?°å?,?Œæ?ç¥¨æ•¸,ä¸å??ç¥¨???‰æ?ç¥¨æ•¸,?¡æ?ç¥¨æ•¸,?•ç¥¨??å·²é??ªæ?ç¥¨æ•¸,?¼å‡ºç¥¨æ•¸,?¨æ–¼ç¥¨æ•¸,?•ç¥¨æ¬Šäºº???•ç¥¨??%),?‰æ??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯?%),?‰æ?ä¸å??ç¥¨?¸å??•ç¥¨æ¬Šäºº?¸ç™¾?†æ?(%),?‰æ??Œæ??‡ä??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯”å·®??,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å¤§æ????¨é?,243,470,179,649,60,709,0,709,431,1140,62.19%,41.23%,15.70%,25.53,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??ä¸­è????¨é?,244,73,271,33,304,0,304,207,511,59.49%,38.75%,14.29%,24.46,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ´›æ´¥???¨é?,245,83,368,30,398,0,398,459,857,46.44%,33.26%,9.68%,23.58,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???†è????¨é?,246,138,545,59,604,0,604,342,946,63.85%,43.02%,14.59%,28.43,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???”å???1-6,247,121,513,48,561,1,562,383,945,59.37%,41.48%,12.80%,28.68,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???”å???""7-10",12,é¹¿æ¸¯?®é??²å ´,å½°å?ç¸?¹¿æ¸¯éŽ®é¹¿æ¸¯?®ä¸­æ­?·¯531??455,126,581,60,641,0,641,456,1097,58.43%,41.48%,11.49%,29.99,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???”å???""11",18,"25""",249,ä»?¤©åº?å½°å?ç¸?¹¿æ¸¯éŽ®æ°¸ç?è·?3å·?5??535,134,669,41,710,0,710,769,1479,48.01%,36.17%,9.06%,27.11,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???”å???""14-17",20,250,?®å¤©å®?å½°å?ç¸?¹¿æ¸¯éŽ®é¹¿æ¸¯?®å…«å¾·è·¯26??567,207,774,83,857,1,858,567,1425,60.14%,39.79%,14.53%,25.26,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???°å®®???¨é?,251,119,471,86,557,0,557,323,880,63.30%,40.00%,13.52%,26.48,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‰é????¨é?,252,144,581,77,658,0,658,525,1183,55.62%,36.94%,12.17%,24.77,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±çŸ³??1-14,253,131,557,80,637,0,637,410,1047,60.84%,40.69%,12.51%,28.18,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±çŸ³??15-18,254,133,536,30,566,0,566,531,1097,51.60%,36.74%,12.12%,24.62,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±çŸ³??19-21,255,124,526,67,593,0,593,437,1030,57.57%,39.03%,12.04%,26.99,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±çŸ³??22-25,256,134,612,54,666,0,666,495,1161,57.36%,41.17%,11.54%,29.63,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???­å????¨é?,257,284,56,340,0,340,200,540,62.96%,38.89%,13.70%,25.19,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ°¸å???1-6,258,153,591,53,644,0,644,491,1135,56.74%,38.59%,13.48%,25.11,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ°¸å???7-14,259,153,599,67,666,0,666,489,1155,57.66%,38.61%,13.25%,25.36,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ°¸å???15-22,260,150,648,48,696,0,696,431,1127,61.76%,44.19%,13.31%,30.88,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ°¸å???23-32,261,138,564,60,624,0,624,421,1045,59.71%,40.77%,13.21%,27.56,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???¯ç????¨é?,262,159,585,81,666,0,666,461,1127,59.09%,37.80%,14.11%,23.69,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ³°è????¨é?,263,160,684,75,759,0,759,419,1178,64.43%,44.48%,13.58%,30.9,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???·è????¨é?,264,38,153,16,169,0,169,115,284,59.51%,40.49%,13.38%,27.11,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???ˆå????¨é?,265,85,307,38,345,0,345,239,584,59.08%,38.01%,14.55%,23.46,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??é¾å±±???¨é?,266,93,392,41,433,0,433,226,659,65.71%,45.37%,14.11%,31.26,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???œå????¨é?,267,114,461,23,484,0,484,431,915,52.90%,37.92%,12.46%,25.46,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??è¡—å°¾??""1-4","12-20""",153,610,66,676,0,676,403,1079,62.65%,42.35%,14.18%,28.17,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??è¡—å°¾??5-11,269,150,651,79,730,0,730,399,1129,64.66%,44.38%,13.29%,31.09,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??è©”å???1-12,270,641,62,703,0,703,570,1273,55.22%,39.20%,11.15%,28.05,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??è©”å???13-20,271,338,36,374,0,374,332,706,52.97%,38.67%,9.21%,29.46,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æµ·å???1-9,272,107,538,92,630,0,630,507,1137,55.41%,37.91%,9.41%,28.5,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æµ·å???""10-11",18-22,æµ·å??‹å?,å½°å?ç¸?¹¿æ¸¯éŽ®é¹¿è?è·?æ®?89??478,130,608,54,662,0,662,533,1195,55.40%,40.00%,10.88%,29.12,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æµ·å???""12-17","23""",å½°å?ç¸?¹¿æ¸¯éŽ®é¹¿è?è·?æ®µï?ï¼™ï???486,119,605,57,662,2,664,561,1225,54.04%,39.67%,9.71%,29.96,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ´‹å???1-6,275,135,562,68,630,0,630,327,957,65.83%,44.62%,14.11%,30.51,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ´‹å???7-15,276,74,330,70,400,0,400,358,758,52.77%,33.77%,9.76%,24.01,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æ´‹å???16-20,277,373,57,430,0,430,293,723,59.47%,40.53%,11.07%,29.46,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‰ä¸­??""1-3",5¤ë10¤é,?‰æ¸¯ç¤¾å?æ´»å?ä¸­å?,å½°å?ç¸?¹¿æ¸¯éŽ®?‰æ¸¯å·?04?Ÿæ?,403,94,497,39,536,0,536,448,984,54.47%,40.96%,9.55%,31.41,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‰ä¸­??""4",11¤ë14¤é,279,?¶å?å®?å½°å?ç¸?¹¿æ¸¯éŽ®?¶å?è¡?5??471,113,584,60,644,1,645,373,1018,63.26%,46.27%,11.10%,35.17,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‰ä¸­??""15-20","24""",å½°å?ç¸?¹¿æ¸¯éŽ®?‰ä¸­å·?-16??458,131,589,56,645,0,645,520,1165,55.36%,39.31%,11.24%,28.07,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???­å???1-9,281,128,560,54,614,0,614,547,1161,52.89%,37.21%,11.02%,26.19,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???­å???10-18,282,102,507,46,553,0,553,467,1020,54.22%,39.71%,10.00%,29.71,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å±±å???1-8,283,138,542,73,615,0,615,453,1068,57.58%,37.83%,12.92%,24.91,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å±±å???9-16,284,437,124,561,41,602,0,602,422,1024,58.79%,42.68%,12.11%,30.57,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å±±å???17-21,285,511,88,599,0,599,375,974,61.50%,40.04%,12.42%,27.62,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚ç•ª??""1-3","19-23""",å½°å?ç¸?¹¿æ¸¯éŽ®?‚è?è·?æ®?00??555,168,723,91,814,0,814,691,1505,54.09%,36.88%,11.16%,25.72,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚ç•ª??4-13,287,555,46,601,2,603,489,1092,55.04%,38.92%,11.90%,27.02,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚ç•ª??14-18,288,148,666,76,742,0,742,481,1223,60.67%,42.35%,12.10%,30.25,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???­å???1-11,289,131,690,48,738,0,738,834,1572,46.95%,35.56%,8.33%,27.23,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???­å???12-17,290,561,57,618,0,618,385,1003,61.62%,44.67%,11.27%,33.4,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æºå???""1-2","17-19""",104,518,37,555,0,555,378,933,59.49%,44.37%,11.15%,33.22,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æºå???3-8,292,132,601,62,663,0,663,430,1093,60.66%,42.91%,12.08%,30.83,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æºå???9-14,293,364,114,478,27,505,0,505,402,907,55.68%,40.13%,12.57%,27.56,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??æºå???""15-16","20-22""",å½°å?ç¸?¹¿æ¸¯éŽ®æºå?å·?32?Ÿæ?,459,165,624,47,671,1,672,547,1219,55.05%,37.65%,13.54%,24.11,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å»–å???1-8,295,802,83,885,0,885,512,1397,63.35%,46.03%,11.38%,34.65,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å»–å???""9-14","22""",å½°å?ç¸?¹¿æ¸¯éŽ®?æ—¦å·?5??516,138,654,41,695,0,695,534,1229,56.55%,41.99%,11.23%,30.76,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯??å»–å???15-21,297,737,44,781,0,781,663,1444,54.09%,41.00%,10.04%,30.96,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±å???1-7,298,172,663,73,736,0,736,491,1227,59.98%,40.02%,14.02%,26,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±å???8-13,299,177,654,67,721,0,721,466,1187,60.74%,40.19%,14.91%,25.28,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±å???15-21,300,655,27,682,1,683,613,1296,52.62%,40.66%,9.88%,30.78,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???±å???""14","22-27""",å½°å?ç¸?¹¿æ¸¯éŽ®é¹¿æ±è·?æ®?67??497,180,677,81,758,0,758,693,1451,52.24%,34.25%,12.41%,21.84,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???""1-5","9""",å½°å?ç¸?¹¿æ¸¯éŽ®?·å?è·?25??481,179,660,77,737,0,737,562,1299,56.74%,37.03%,13.78%,23.25,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???6-8,303,158,758,45,803,0,803,495,1298,61.86%,46.22%,12.17%,34.05,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???10-14,304,178,779,63,842,0,842,616,1458,57.75%,41.22%,12.21%,29.01,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???15-18,305,151,613,57,670,0,670,468,1138,58.88%,40.60%,13.27%,27.33,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???19-23,306,141,617,65,682,0,682,488,1170,58.29%,40.68%,12.05%,28.63,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?é¹¿æ¸¯???‚å???24-26,307,151,677,64,741,0,741,480,1221,60.69%,43.08%,12.37%,30.71,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ç«¹ç???1-9,373,673,62,735,2,737,604,1341,54.81%,36.61%,13.57%,23.04,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç???ç«¹ç???""11-16","20""",145,702,67,769,1,770,710,1480,51.96%,37.64%,9.80%,27.84,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç???ç«¹ç???""10",17-19,375,?Œæ±?‹å??ˆä???å½°å?ç¸??ç¾ŽéŽ®å½°ç?è·?æ®?10??636,178,814,45,859,0,859,670,1529,56.18%,41.60%,11.64%,29.96,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ç«¹ç???23-29,376,810,29,839,0,839,872,1711,49.04%,38.57%,8.77%,29.8,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????Œæ±??""1-3","10""",141,574,40,614,0,614,443,1057,58.09%,40.96%,13.34%,27.62,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œæ±??4-9,378,574,41,615,0,615,417,1032,59.59%,42.54%,13.08%,29.46,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œæ±??11-23,379,549,70,619,0,619,396,1015,60.99%,41.97%,12.12%,29.85,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œæ±??24-28,380,684,47,731,0,731,478,1209,60.46%,41.77%,14.81%,26.96,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œå????¨é?,381,231,20,251,0,251,179,430,58.37%,38.37%,15.35%,23.02,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œå???1-9,382,445,19,464,0,464,392,856,54.21%,38.79%,13.20%,25.59,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œå???10-15,383,541,26,567,0,567,399,966,58.70%,45.96%,10.04%,35.92,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œè¥¿??1-11,384,554,24,578,0,578,481,1059,54.58%,38.43%,13.88%,24.55,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œè¥¿??12-20,385,595,43,638,0,638,479,1117,57.12%,39.03%,14.23%,24.8,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????Œè¥¿??21-26,386,137,553,41,594,0,594,472,1066,55.72%,39.02%,12.85%,26.17,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????›å¼µ??""1-4","15-19""",å½°å?ç¸??ç¾ŽéŽ®?®è¥¿è·?12??462,162,624,46,670,0,670,582,1252,53.51%,36.90%,12.94%,23.96,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????›å¼µ??5-14,388,164,752,53,805,0,805,723,1528,52.68%,38.48%,10.73%,27.75,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????­å???1-7,389,113,460,36,496,0,496,330,826,60.05%,42.01%,13.68%,28.33,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????­å???8-14,390,94,451,30,481,0,481,373,854,56.32%,41.80%,11.01%,30.79,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????¢å???""1-4","11-15""",118,677,63,740,0,740,647,1387,53.35%,40.30%,8.51%,31.79,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????¢å???5-10,392,111,445,32,477,0,477,288,765,62.35%,43.66%,14.51%,29.15,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????®å¹³??""1-4","6-9""",130,694,56,750,0,750,688,1438,52.16%,39.22%,9.04%,30.18,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????®å¹³??""5","10-17""",154,761,69,830,0,830,566,1396,59.46%,43.48%,11.03%,32.45,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¤§é???1-7,395,78,351,28,379,0,379,279,658,57.60%,41.49%,11.85%,29.64,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¤§é???8-15,396,98,481,34,515,0,515,294,809,63.66%,47.34%,12.11%,35.23,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???æºåŸ¤??1-7,397,112,465,16,481,0,481,451,932,51.61%,37.88%,12.02%,25.86,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???æºåŸ¤??8-13,398,93,453,34,487,0,487,401,888,54.84%,40.54%,10.47%,30.07,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????—ä???1-9,399,168,651,49,700,0,700,444,1144,61.19%,42.22%,14.69%,27.53,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????—ä???10-16,400,105,561,48,609,1,610,467,1077,56.55%,42.34%,9.75%,32.59,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????…æ????¨é?,401,648,61,709,0,709,640,1349,52.56%,37.21%,10.82%,26.39,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å±±ç???1-6,402,160,669,51,720,0,720,435,1155,62.34%,44.07%,13.85%,30.22,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å±±ç???7-12,403,137,662,34,696,0,696,557,1253,55.55%,41.90%,10.93%,30.97,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å±±ç???13-18,404,122,636,47,683,1,684,568,1252,54.55%,41.05%,9.74%,31.31,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å±±ç???19-27,405,165,749,30,779,0,779,695,1474,52.85%,39.62%,11.19%,28.43,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä»æ???1-8,406,129,645,39,684,0,684,712,1396,49%,36.96%,9.24%,27.72,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä»æ???9-18,407,125,679,47,726,5,731,617,1348,53.86%,41.10%,9.27%,31.83,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????‰ç???""1-9","15""",å½°å?ç¸??ç¾ŽéŽ®?±å¡è·?0??458,122,580,40,620,0,620,379,999,62.06%,45.85%,12.21%,33.64,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‰ç???10-14,409,499,52,551,0,551,360,911,60.48%,40.29%,14.49%,25.8,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???è©”å???1-7,410,161,556,33,589,0,589,416,1005,58.61%,39.30%,16.02%,23.28,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???è©”å???8-19,411,517,44,561,1,562,405,967,58.01%,40.85%,12.62%,28.23,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????µå±±??""1-3","5-12""",174,710,51,761,0,761,547,1308,58.18%,40.98%,13.30%,27.68,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????µå±±??""4","13-20""",å½°å?ç¸??ç¾ŽéŽ®?®æ±è·?90??539,160,699,47,746,0,746,578,1324,56.34%,40.71%,12.08%,28.63,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‘ä???1-8,414,173,592,64,656,2,658,444,1102,59.53%,38.02%,15.70%,22.32,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‘ä???9-18,415,141,566,52,618,0,618,506,1124,54.98%,37.81%,12.54%,25.27,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‘ä???19-24,416,643,59,702,2,704,507,1211,57.97%,36.66%,16.43%,20.23,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ç«¹å????¨é?,417,551,42,593,0,593,291,884,67.08%,45.59%,16.74%,28.85,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????°å???""1-3","12-16""",å½°å?ç¸??ç¾ŽéŽ®?±ç™¼è·?00å·?6-1??421,156,577,74,651,0,651,468,1119,58.18%,37.62%,13.94%,23.68,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????°å???""4-11","17""",å½°å?ç¸??ç¾ŽéŽ®?±ç™¼è·?61??517,158,675,62,737,0,737,563,1300,56.69%,39.77%,12.15%,27.62,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????ç???""1-8",20,?°å??‹å?(ä¸€),å½°å?ç¸??ç¾ŽéŽ®å½°æ–°è·¯ä?æ®?00??434,126,560,47,607,1,608,496,1104,54.98%,39.31%,11.41%,27.9,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç????ç???""9-19",21,?ç??Œé?é¦™å®®,å½°å?ç¸??ç¾ŽéŽ®?±å¹³è·?20??628,73,701,37,738,0,738,475,1213,60.84%,51.77%,6.02%,45.75,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä¸­å¯®???¨é?,422,131,529,48,577,0,577,550,1127,51.20%,35.31%,11.62%,23.69,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä¸­å???1-12,423,465,57,522,0,522,397,919,56.80%,38.96%,11.64%,27.32,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä¸­å???13-24,424,128,546,49,595,1,596,391,987,60.28%,42.35%,12.97%,29.38,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ä¸­å???25-28,425,137,543,48,591,0,591,367,958,61.69%,42.38%,14.30%,28.08,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç???ç³–å???""1-5","7-9""",å½°å?ç¸??ç¾ŽéŽ®å½°æ–°è·?æ®?00??574,168,742,47,789,0,789,573,1362,57.93%,42.14%,12.33%,29.81,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸??Œç???ç³–å???""6","10-18""",å½°å?ç¸??ç¾ŽéŽ®å½°æ–°è·?æ®?00??611,152,763,30,793,0,793,668,1461,54.28%,41.82%,10.40%,31.42,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???ç³–å???19-27,428,172,773,34,807,0,807,598,1405,57.44%,42.78%,12.24%,30.54,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????„ç¤¾???¨é?,429,476,45,521,0,521,339,860,60.58%,43.02%,12.33%,30.69,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¡—å???1-10,430,84,450,20,470,1,471,404,875,53.71%,41.83%,9.60%,32.23,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¡—å???11-17,431,109,458,44,502,3,505,366,871,57.63%,40.07%,12.51%,27.56,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????°æ½­???¨é?,432,505,45,550,0,550,333,883,62.29%,43.71%,13.48%,30.23,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???æ¹–å…§???¨é?,433,615,58,673,6,679,545,1224,54.98%,35.87%,14.38%,21.49,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‰å¯¶??1-12,434,134,554,43,597,2,599,476,1075,55.53%,39.07%,12.47%,26.6,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????‰å¯¶??13-19,435,500,41,541,0,541,415,956,56.59%,39.23%,13.08%,26.15,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????ˆç???1-6,436,124,520,57,577,0,577,460,1037,55.64%,38.19%,11.96%,26.23,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????ˆç???7-15,437,110,530,25,555,0,555,456,1011,54.90%,41.54%,10.88%,30.66,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç????ˆç???16-22,438,138,514,57,571,0,571,452,1023,55.82%,36.75%,13.49%,23.26,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¥½ä¿®??1-5,439,83,364,27,391,0,391,328,719,54.38%,39.08%,11.54%,27.54,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸??Œç???å¥½ä¿®??6-15,440,472,45,517,0,517,396,913,56.63%,37.90%,13.80%,24.1,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?ç·šè¥¿??ç·šè¥¿??""1-10",20,ç·šè¥¿?‰ç?å¹¼å???å½°å?ç¸??è¥¿é?ä¸­å¤®è·¯ä?æ®?86å·?28??456,117,573,34,607,0,607,464,1071,56.68%,42.58%,10.92%,31.66,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?ç·šè¥¿??ç·šè¥¿??""11-19",21,æ¸©å?å®?å½°å?ç¸??è¥¿é?ä¸­å¤®è·?æ®?78å·?2??520,129,649,43,692,0,692,474,1166,59.35%,44.60%,11.06%,33.54,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?ç·šè¥¿???‚å????¨æ?,471,173,677,75,752,0,752,517,1269,59.26%,39.72%,13.63%,26.09,,,,,,,,,,,,,,,
